SKU,Titulo,Renta_MXN,Area_m2,Recamaras,Banos,Estacionamientos,Ubicacion,Alcaldia,Pagina_Origen,URL
41032-73-247d789618d4-9acc-19d7c3b-8e42-7d68,Departamento en Renta en Juárez,20262,38,0,1,0,"Juárez, Cuauhtémoc, Ciudad de México",Cuauhtémoc,5,https://www.lamudi.com.mx/detalle/41032-73-247d789618d4-9acc-19d7c3b-8e42-7d68
41032-73-e4bb5cbcf4d7-8d03-19d7aa3-a9b6-7246,Departamento en Renta en Anahuac I Sección,35000,90,2,2,2,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,6,https://www.lamudi.com.mx/detalle/41032-73-e4bb5cbcf4d7-8d03-19d7aa3-a9b6-7246
41032-73-1e2910ac44a5-af4d-19dbd69-a585-728e,Departamento en Renta en Ermita Tizapan,23500,75,2,3,1,"Ermita Tizapan, Álvaro Obregón, Ciudad de México",Álvaro Obregón,6,https://www.lamudi.com.mx/detalle/41032-73-1e2910ac44a5-af4d-19dbd69-a585-728e
41032-73-55177869f7b0-1c55-19c0890-b33f-7611,Departamento en Renta en Narvarte,27000,70,2,2,1,"Narvarte, Benito Juárez, Ciudad de México",Benito Juárez,6,https://www.lamudi.com.mx/detalle/41032-73-55177869f7b0-1c55-19c0890-b33f-7611
41032-73-7f3146be3ffc-657-19db630-98d8-77aa,Departamento en Renta en Juárez,44006,45,1,1,0,"Juárez, Cuauhtémoc, Ciudad de México",Cuauhtémoc,6,https://www.lamudi.com.mx/detalle/41032-73-7f3146be3ffc-657-19db630-98d8-77aa
41032-73-9b04fd604245-347a-19d5939-a5ec-7ac8,Departamento en Renta en Ampliación Granada,38000,80,1,1,0,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,6,https://www.lamudi.com.mx/detalle/41032-73-9b04fd604245-347a-19d5939-a5ec-7ac8
41032-73-8878893b3f11-683b-19e1d7f-b424-7561,Departamento en Renta en Santa Maria La Ribera,18000,58,2,1,1,"Santa Maria La Ribera, Cuauhtémoc, Ciudad de México",Cuauhtémoc,6,https://www.lamudi.com.mx/detalle/41032-73-8878893b3f11-683b-19e1d7f-b424-7561
41032-73-7f8338f19e26-138c-19dd1be-a1d0-7374,Departamento en Renta en Polanco,34000,80,1,1,1,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,6,https://www.lamudi.com.mx/detalle/41032-73-7f8338f19e26-138c-19dd1be-a1d0-7374
41032-73-e466567faf42-ee5b-19e0394-9858-7768,Departamento en Renta en Ampliación el Yaqui,27000,72,1,1,1,"Ampliación el Yaqui, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,6,https://www.lamudi.com.mx/detalle/41032-73-e466567faf42-ee5b-19e0394-9858-7768
41032-73-e590d8e104bc-8258-19dd0bc-840c-73d4,Departamento en Renta en Santa Maria La Ribera,20000,73,2,2,1,"Santa Maria La Ribera, Cuauhtémoc, Ciudad de México",Cuauhtémoc,6,https://www.lamudi.com.mx/detalle/41032-73-e590d8e104bc-8258-19dd0bc-840c-73d4
41032-73-c2dafab3b1b2-b5d-19e4c28-a922-7265,Departamento en Renta en Napoles,32750,130,3,2,1,"Napoles, Benito Juárez, Ciudad de México",Benito Juárez,6,https://www.lamudi.com.mx/detalle/41032-73-c2dafab3b1b2-b5d-19e4c28-a922-7265
41032-73-5f1a05a5b096-2dc-19d9ae3-aa59-7be7,Departamento en Renta en Polanco,64000,240,3,0,0,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,6,https://www.lamudi.com.mx/detalle/41032-73-5f1a05a5b096-2dc-19d9ae3-aa59-7be7
41032-73-10a16ad4e16d-3937-19d6b9d-a940-7ae1,Departamento en Renta en Lomas de Chapultepec,50000,230,3,3,2,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,6,https://www.lamudi.com.mx/detalle/41032-73-10a16ad4e16d-3937-19d6b9d-a940-7ae1
41032-73-8310dca7cc56-490b-19db1fd-9813-74f1,Departamento en Renta en San Rafael,19500,61,2,2,1,"San Rafael, Cuauhtémoc, Ciudad de México",Cuauhtémoc,6,https://www.lamudi.com.mx/detalle/41032-73-8310dca7cc56-490b-19db1fd-9813-74f1
41032-73-adbf00713397-9a69-19d9acd-86b2-76f9,Departamento en Renta en Polanco,85000,185,2,0,0,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,6,https://www.lamudi.com.mx/detalle/41032-73-adbf00713397-9a69-19d9acd-86b2-76f9
41032-73-dee0b7916d73-c06e-19d9aad-af2c-7cee,Departamento en Renta en Bosque de las Lomas,6000,210,3,0,0,"Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,6,https://www.lamudi.com.mx/detalle/41032-73-dee0b7916d73-c06e-19d9aad-af2c-7cee
41032-73-4e70fef48299-bfae-7b174626-ae87-435f,Departamento en Renta en Santa Fe,85000,328,4,4,4,"Santa Fe, Álvaro Obregón, Ciudad de México",Álvaro Obregón,6,https://www.lamudi.com.mx/detalle/41032-73-4e70fef48299-bfae-7b174626-ae87-435f
41032-73-6119beaaacfc-f85d-19c6cd3-8ab3-76a2,Departamento en Renta en Agricultura,23000,120,3,2,0,"Agricultura, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,6,https://www.lamudi.com.mx/detalle/41032-73-6119beaaacfc-f85d-19c6cd3-8ab3-76a2
41032-73-ded33006c408-860a-19e2de5-b815-73cd,Departamento en Renta en Ampliación Del Gas,17000,74,2,2,1,"Ampliación Del Gas, Azcapotzalco, Ciudad de México",Azcapotzalco,6,https://www.lamudi.com.mx/detalle/41032-73-ded33006c408-860a-19e2de5-b815-73cd
41032-73-f4992ada3ea3-6d89-19dd2bf-b98c-7135,Departamento en Renta en Napoles,30000,125,2,2,0,"Napoles, Benito Juárez, Ciudad de México",Benito Juárez,6,https://www.lamudi.com.mx/detalle/41032-73-f4992ada3ea3-6d89-19dd2bf-b98c-7135
41032-73-86b71c35550-6042-19bced1-b456-7507,Departamento en Renta en San Pedro de los Pinos,20500,46,1,1,1,"San Pedro de los Pinos, Álvaro Obregón, Ciudad de México",Álvaro Obregón,6,https://www.lamudi.com.mx/detalle/41032-73-86b71c35550-6042-19bced1-b456-7507
41032-73-9d44e7b47386-8f13-19dd694-b952-76dd,Departamento en Renta en Napoles,9000,240,3,0,0,"Napoles, Benito Juárez, Ciudad de México",Benito Juárez,6,https://www.lamudi.com.mx/detalle/41032-73-9d44e7b47386-8f13-19dd694-b952-76dd
41032-73-de649b52d414-7eb1-19b9ac4-9373-7584,Departamento en Renta en San Rafael,25442,53,1,1,0,"San Rafael, Cuauhtémoc, Ciudad de México",Cuauhtémoc,6,https://www.lamudi.com.mx/detalle/41032-73-de649b52d414-7eb1-19b9ac4-9373-7584
41032-73-1c649e0d8106-18b-191e92f-a7ad-7389,Departamento en Renta en Juárez,31000,42,0,1,0,"Juárez, Cuauhtémoc, Ciudad de México",Cuauhtémoc,6,https://www.lamudi.com.mx/detalle/41032-73-1c649e0d8106-18b-191e92f-a7ad-7389
41032-73-992d50635a52-27c9-19bfc7f-b30b-7339,Departamento en Renta en Polanco,80000,150,2,3,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,6,https://www.lamudi.com.mx/detalle/41032-73-992d50635a52-27c9-19bfc7f-b30b-7339
41032-73-40309dc2876b-cec-199cb75-81fb-72f2,Departamento en Renta en La Joyita del Pueblo Tetelpan,12000,120,1,1,0,"La Joyita del Pueblo Tetelpan, Álvaro Obregón, Ciudad de México",Álvaro Obregón,6,https://www.lamudi.com.mx/detalle/41032-73-40309dc2876b-cec-199cb75-81fb-72f2
41032-73-394aedc67a63-2724-19e122e-ba03-7123,Departamento en Renta en Polanco,60000,250,3,2,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,6,https://www.lamudi.com.mx/detalle/41032-73-394aedc67a63-2724-19e122e-ba03-7123
41032-73-520caf6e4607-b9a5-19dd21d-b7d2-7107,Departamento en Renta en La Joyita del Pueblo Tetelpan,9500,20,1,1,0,"La Joyita del Pueblo Tetelpan, Álvaro Obregón, Ciudad de México",Álvaro Obregón,6,https://www.lamudi.com.mx/detalle/41032-73-520caf6e4607-b9a5-19dd21d-b7d2-7107
41032-73-291b927f5bd5-2225-19d7c77-9276-7134,Departamento en Renta en Lomas de Chapultepec,100000,233,2,2,3,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,6,https://www.lamudi.com.mx/detalle/41032-73-291b927f5bd5-2225-19d7c77-9276-7134
41032-73-8e73dd221f3f-1e98-19d6a43-be0f-7543,Departamento en Renta en Ampliación Granada,38000,60,1,2,1,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,6,https://www.lamudi.com.mx/detalle/41032-73-8e73dd221f3f-1e98-19d6a43-be0f-7543
41032-73-8017edd4fe4d-a52d-19ce3e0-b01e-7553,Departamento en Renta en Portales,20900,74,2,2,2,"Portales, Benito Juárez, Ciudad de México",Benito Juárez,6,https://www.lamudi.com.mx/detalle/41032-73-8017edd4fe4d-a52d-19ce3e0-b01e-7553
41032-73-d50f5edc32e0-1238-19dc270-b4bd-7cdb,Departamento en Renta en Granada,42000,64,1,1,1,"Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,7,https://www.lamudi.com.mx/detalle/41032-73-d50f5edc32e0-1238-19dc270-b4bd-7cdb
41032-73-68b8ad1558-683f-194674a-8f63-704e,Departamento en Renta en Cuauhtémoc,28000,0,2,1,1,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",Cuauhtémoc,7,https://www.lamudi.com.mx/detalle/41032-73-68b8ad1558-683f-194674a-8f63-704e
41032-73-a9dbf619128-da74-19dbd51-8b18-7732,Departamento en Renta en Ampliación Granada,55000,78,1,1,0,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,7,https://www.lamudi.com.mx/detalle/41032-73-a9dbf619128-da74-19dbd51-8b18-7732
41032-73-d15abbc18b6d-678b-1924ab2-b0a8-759b,Departamento en Renta en Juárez,30000,0,1,1,1,"Juárez, Cuauhtémoc, Ciudad de México",Cuauhtémoc,7,https://www.lamudi.com.mx/detalle/41032-73-d15abbc18b6d-678b-1924ab2-b0a8-759b
41032-73-4f2e4cccd08e-f972-19cc633-94d9-7473,Departamento en Renta en Lomas de Chapultepec,80000,310,3,3,2,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,7,https://www.lamudi.com.mx/detalle/41032-73-4f2e4cccd08e-f972-19cc633-94d9-7473
41032-73-e0b7a01f5f47-a8b2-19d7a8c-b299-7165,Departamento en Renta en Polanco,90000,153,2,3,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,7,https://www.lamudi.com.mx/detalle/41032-73-e0b7a01f5f47-a8b2-19d7a8c-b299-7165
41032-73-dd175d8ab859-59a1-19e175b-a96a-7bc9,Departamento en Renta en Bosque de las Lomas,36000,260,4,4,1,"Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,7,https://www.lamudi.com.mx/detalle/41032-73-dd175d8ab859-59a1-19e175b-a96a-7bc9
41032-73-9e0f58155eda-cebc-19d7a7a-b27e-748c,Departamento en Renta en Polanco,90000,153,2,3,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,7,https://www.lamudi.com.mx/detalle/41032-73-9e0f58155eda-cebc-19d7a7a-b27e-748c
41032-73-22571e89ee4f-a9be-19cdb43-8a0c-765a,Departamento en Renta en Tabacalera,36000,105,3,3,1,"Tabacalera, Cuauhtémoc, Ciudad de México",Cuauhtémoc,7,https://www.lamudi.com.mx/detalle/41032-73-22571e89ee4f-a9be-19cdb43-8a0c-765a
41032-73-ce2c7611fffc-f633-19cea1c-b85e-72e3,Departamento en Renta en Cuajimalpa,21000,47,1,1,1,"Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,7,https://www.lamudi.com.mx/detalle/41032-73-ce2c7611fffc-f633-19cea1c-b85e-72e3
41032-73-d087cbbd532d-4c79-19d6aeb-8314-7156,Departamento en Renta en Narvarte,30000,125,3,2,1,"Narvarte, Benito Juárez, Ciudad de México",Benito Juárez,7,https://www.lamudi.com.mx/detalle/41032-73-d087cbbd532d-4c79-19d6aeb-8314-7156
41032-73-9136601aaf80-a0ad-19769bf-9466-7ecb,Departamento en Renta en Polanco,110000,300,3,3,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,7,https://www.lamudi.com.mx/detalle/41032-73-9136601aaf80-a0ad-19769bf-9466-7ecb
41032-73-bcabc6fd9129-610d-19e42b6-8320-773d,Departamento en Renta en Bosques de las Lomas,45000,110,2,2,2,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,7,https://www.lamudi.com.mx/detalle/41032-73-bcabc6fd9129-610d-19e42b6-8320-773d
41032-73-95c1499c70bf-9180-19e42db-a366-77b5,Departamento en Renta en Xoco,98000,230,3,4,2,"Xoco, Benito Juárez, Ciudad de México",Benito Juárez,7,https://www.lamudi.com.mx/detalle/41032-73-95c1499c70bf-9180-19e42db-a366-77b5
41032-73-f43e363035f2-b998-19ddc25-ad2e-7bbe,Departamento en Renta en Polanco,72000,150,2,2,2,"Polanco, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,7,https://www.lamudi.com.mx/detalle/41032-73-f43e363035f2-b998-19ddc25-ad2e-7bbe
41032-73-f0c09941470d-a938-19dc5a7-a4c2-7c64,Departamento en Renta en Ampliación Granada,49000,80,2,2,2,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,7,https://www.lamudi.com.mx/detalle/41032-73-f0c09941470d-a938-19dc5a7-a4c2-7c64
41032-73-a361f8c1ca51-7805-24013550-af1a-5015,Departamento en Renta en Ampliación Granada,55000,78,1,1,1,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,7,https://www.lamudi.com.mx/detalle/41032-73-a361f8c1ca51-7805-24013550-af1a-5015
41032-73-10fe07f4fc8-e98-19db3c4-a4e5-7254,Departamento en Renta en Ampliación Granada,74990,144,3,3,2,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,7,https://www.lamudi.com.mx/detalle/41032-73-10fe07f4fc8-e98-19db3c4-a4e5-7254
41032-73-acd054928bf7-56c8-19c9185-95d6-79fc,Departamento en Renta en Granada,67997,142,2,2,2,"Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,7,https://www.lamudi.com.mx/detalle/41032-73-acd054928bf7-56c8-19c9185-95d6-79fc
41032-73-495f62de63c1-a537-19e33e0-90f5-7eaa,Departamento en Renta en Santa Fe Cuajimalpa,49000,114,2,2,2,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,7,https://www.lamudi.com.mx/detalle/41032-73-495f62de63c1-a537-19e33e0-90f5-7eaa
41032-73-3d0a2cff06b-2f06-19cde3e-8745-7b56,Departamento en Renta en Ampliación Granada,39000,84,2,2,2,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,7,https://www.lamudi.com.mx/detalle/41032-73-3d0a2cff06b-2f06-19cde3e-8745-7b56
41032-73-36cd56cd0ba9-c8ea-19c1a52-9cd4-76d3,Departamento en Renta en Xoco,29000,60,1,1,1,"Xoco, Benito Juárez, Ciudad de México",Benito Juárez,7,https://www.lamudi.com.mx/detalle/41032-73-36cd56cd0ba9-c8ea-19c1a52-9cd4-76d3
41032-73-304fc7e88de6-f55b-19e441b-af21-72f5,Departamento en Renta en Xoco,36500,75,2,2,2,"Xoco, Benito Juárez, Ciudad de México",Benito Juárez,7,https://www.lamudi.com.mx/detalle/41032-73-304fc7e88de6-f55b-19e441b-af21-72f5
41032-73-c9784600cfc4-d135-19d88f8-b8c0-769d,Departamento en Renta en Bosque de las Lomas,55000,129,1,1,2,"Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,7,https://www.lamudi.com.mx/detalle/41032-73-c9784600cfc4-d135-19d88f8-b8c0-769d
41032-73-4a377b8e619a-741d-19cda53-884d-7525,Departamento en Renta en Lomas de Bezares,80000,296,2,2,4,"Lomas de Bezares, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,7,https://www.lamudi.com.mx/detalle/41032-73-4a377b8e619a-741d-19cda53-884d-7525
41032-73-74ca8377ea2d-5086-19e4308-a77f-76f0,Departamento en Renta en Del Valle,28000,130,3,2,1,"Del Valle, Benito Juárez, Ciudad de México",Benito Juárez,7,https://www.lamudi.com.mx/detalle/41032-73-74ca8377ea2d-5086-19e4308-a77f-76f0
41032-73-cdbe6c87826f-c9ae-19c4598-a9bf-7643,Departamento en Renta en Escandón I Sección,31000,100,3,2,2,"Escandón I Sección, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,7,https://www.lamudi.com.mx/detalle/41032-73-cdbe6c87826f-c9ae-19c4598-a9bf-7643
41032-73-7a5bcccb5d06-ef2f-19e42ea-b8f4-72ce,Departamento en Renta en Ampliación Alpes,26000,96,2,2,2,"Ampliación Alpes, Álvaro Obregón, Ciudad de México",Álvaro Obregón,7,https://www.lamudi.com.mx/detalle/41032-73-7a5bcccb5d06-ef2f-19e42ea-b8f4-72ce
41032-73-88d20aa9aa91-49b3-19e3285-9b7c-7338,Departamento en Renta en Del Valle,28000,130,3,2,1,"Del Valle, Benito Juárez, Ciudad de México",Benito Juárez,7,https://www.lamudi.com.mx/detalle/41032-73-88d20aa9aa91-49b3-19e3285-9b7c-7338
41032-73-7c559f5f5605-2a3f-199dee3-a0d6-7112,Departamento en Renta en Lomas de Chapultepec,110000,360,3,3,4,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,8,https://www.lamudi.com.mx/detalle/41032-73-7c559f5f5605-2a3f-199dee3-a0d6-7112
41032-73-be63532c2a61-a61e-1979e78-95e4-74bc,Departamento en Renta en Las Tinajas,35000,115,2,2,2,"Las Tinajas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,8,https://www.lamudi.com.mx/detalle/41032-73-be63532c2a61-a61e-1979e78-95e4-74bc
41032-73-6ee0edc93a63-b7f9-19d4c53-8cb6-73e1,Departamento en Renta en Zacahuitzco,21500,80,2,2,2,"Zacahuitzco, Benito Juárez, Ciudad de México",Benito Juárez,8,https://www.lamudi.com.mx/detalle/41032-73-6ee0edc93a63-b7f9-19d4c53-8cb6-73e1
41032-73-a6b4bb3ddec3-63ff-19d8b06-96f5-779d,Departamento en Renta en Merced Gómez,26000,92,2,2,2,"Merced Gómez, Benito Juárez, Ciudad de México",Benito Juárez,8,https://www.lamudi.com.mx/detalle/41032-73-a6b4bb3ddec3-63ff-19d8b06-96f5-779d
41032-73-3cb4e440da1e-a485-19d4c59-abc6-7153,Departamento en Renta en Zacahuitzco,21500,80,2,2,2,"Zacahuitzco, Benito Juárez, Ciudad de México",Benito Juárez,8,https://www.lamudi.com.mx/detalle/41032-73-3cb4e440da1e-a485-19d4c59-abc6-7153
41032-73-211e21aeaa0b-902f-ea7afc95-b1fb-4acb,Departamento en Renta en Del Valle,35000,240,4,3,2,"Del Valle, Benito Juárez, Ciudad de México",Benito Juárez,8,https://www.lamudi.com.mx/detalle/41032-73-211e21aeaa0b-902f-ea7afc95-b1fb-4acb
41032-73-6a85005f3123-2961-19e46f2-8c8d-7cd4,Departamento en Renta en Xoco,83500,198,3,4,0,"Xoco, Benito Juárez, Ciudad de México",Benito Juárez,8,https://www.lamudi.com.mx/detalle/41032-73-6a85005f3123-2961-19e46f2-8c8d-7cd4
41032-73-8f4895ca1291-5ab2-19a191a-a0be-7db7,Departamento en Renta en Xoco,32990,0,1,1,1,"Xoco, Benito Juárez, Ciudad de México",Benito Juárez,8,https://www.lamudi.com.mx/detalle/41032-73-8f4895ca1291-5ab2-19a191a-a0be-7db7
41032-73-e4a1b2762d2e-d5fc-19df0e5-ae8f-71b1,Departamento en Renta en Xoco,67990,204,3,3,2,"Xoco, Benito Juárez, Ciudad de México",Benito Juárez,8,https://www.lamudi.com.mx/detalle/41032-73-e4a1b2762d2e-d5fc-19df0e5-ae8f-71b1
41032-73-7c1c810bd176-dc36-19dc292-898a-7263,Departamento en Renta en Xoco,32990,0,1,1,1,"Xoco, Benito Juárez, Ciudad de México",Benito Juárez,8,https://www.lamudi.com.mx/detalle/41032-73-7c1c810bd176-dc36-19dc292-898a-7263
41032-73-7e16a7a10559-93ec-19b72cc-98eb-7526,Departamento en Renta en Xoco,33998,0,1,1,1,"Xoco, Benito Juárez, Ciudad de México",Benito Juárez,8,https://www.lamudi.com.mx/detalle/41032-73-7e16a7a10559-93ec-19b72cc-98eb-7526
41032-73-2fc8a6159198-3222-19568bf-b68f-8027,Departamento en Renta en Xoco,32999,0,1,1,1,"Xoco, Benito Juárez, Ciudad de México",Benito Juárez,8,https://www.lamudi.com.mx/detalle/41032-73-2fc8a6159198-3222-19568bf-b68f-8027
41032-73-3e332821a25b-2a83-19ddc69-98d9-77b6,Departamento en Renta en Bosques de las Lomas,85000,420,3,4,3,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,8,https://www.lamudi.com.mx/detalle/41032-73-3e332821a25b-2a83-19ddc69-98d9-77b6
41032-73-cc4a55346e25-293b-19c8d63-82d6-750d,Departamento en Renta en Granada,70000,142,3,2,2,"Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,8,https://www.lamudi.com.mx/detalle/41032-73-cc4a55346e25-293b-19c8d63-82d6-750d
41032-73-a2737203d50b-516f-19dd556-9b27-7514,Departamento en Renta en Escandón I Sección,19000,60,1,2,1,"Escandón I Sección, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,8,https://www.lamudi.com.mx/detalle/41032-73-a2737203d50b-516f-19dd556-9b27-7514
41032-73-f4139c663eba-54ca-19e4909-89c2-7293,Departamento en Renta en Toriello Guerra,18000,90,2,2,1,"Toriello Guerra, Tlalpan, Ciudad de México",Tlalpan,8,https://www.lamudi.com.mx/detalle/41032-73-f4139c663eba-54ca-19e4909-89c2-7293
41032-73-48c487960b84-9b77-db38be4c-b497-4b6d,Departamento en Renta en Centro,21900,79,1,2,1,"Centro, Cuauhtémoc, Ciudad de México",Cuauhtémoc,8,https://www.lamudi.com.mx/detalle/41032-73-48c487960b84-9b77-db38be4c-b497-4b6d
41032-73-dc5873a9494f-a576-ae92385e-af82-3326,Departamento en Renta en Centro,38000,57,2,2,0,"Centro, Cuauhtémoc, Ciudad de México",Cuauhtémoc,8,https://www.lamudi.com.mx/detalle/41032-73-dc5873a9494f-a576-ae92385e-af82-3326
41032-73-237cb5b7deae-e4ca-19d08a7-80dd-717f,Departamento en Renta en Centro,36000,76,1,1,1,"Centro, Cuauhtémoc, Ciudad de México",Cuauhtémoc,8,https://www.lamudi.com.mx/detalle/41032-73-237cb5b7deae-e4ca-19d08a7-80dd-717f
41032-73-ba60e4d440df-f48b-6661362b-8a55-3c2d,Departamento en Renta en Juárez,58000,78,1,1,0,"Juárez, Cuauhtémoc, Ciudad de México",Cuauhtémoc,8,https://www.lamudi.com.mx/detalle/41032-73-ba60e4d440df-f48b-6661362b-8a55-3c2d
41032-73-8de3567be601-fc7-19e48fa-91c8-7613,Departamento en Renta en Anahuac I Sección,35000,85,2,2,2,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,8,https://www.lamudi.com.mx/detalle/41032-73-8de3567be601-fc7-19e48fa-91c8-7613
41032-73-f68993d303d0-a7bd-197e7d4-af68-760e,Departamento en Renta en Nueva Santa Maria,17900,67,2,2,1,"Nueva Santa Maria, Azcapotzalco, Ciudad de México",Azcapotzalco,8,https://www.lamudi.com.mx/detalle/41032-73-f68993d303d0-a7bd-197e7d4-af68-760e
41032-73-5d6f90ead9fb-6d9b-19df69e-b69c-70ff,Departamento en Renta en Centro,13000,74,1,1,2,"Centro, Cuauhtémoc, Ciudad de México",Cuauhtémoc,8,https://www.lamudi.com.mx/detalle/41032-73-5d6f90ead9fb-6d9b-19df69e-b69c-70ff
41032-73-c6a5543b3c04-7a1-2e114963-bd6f-30df,Departamento en Renta en Centro,32000,57,1,1,0,"Centro, Cuauhtémoc, Ciudad de México",Cuauhtémoc,8,https://www.lamudi.com.mx/detalle/41032-73-c6a5543b3c04-7a1-2e114963-bd6f-30df
41032-73-d75690ac41ea-3307-19e50db-840d-7b4c,Loft en Renta en Tabacalera,27000,50,1,1,0,"Tabacalera, Cuauhtémoc, Ciudad de México",Cuauhtémoc,8,https://www.lamudi.com.mx/detalle/41032-73-d75690ac41ea-3307-19e50db-840d-7b4c
41032-73-8f4f32c12455-ead0-19ce8da-8f50-7370,Departamento en Renta en Centro,18500,70,1,1,1,"Centro, Cuauhtémoc, Ciudad de México",Cuauhtémoc,8,https://www.lamudi.com.mx/detalle/41032-73-8f4f32c12455-ead0-19ce8da-8f50-7370
41032-73-5a45056b4b4-bcfd-19dd6ff-89a7-750b,Departamento en Renta en Irrigación,31000,112,2,2,1,"Irrigación, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,8,https://www.lamudi.com.mx/detalle/41032-73-5a45056b4b4-bcfd-19dd6ff-89a7-750b
41032-73-d25e2f46a1b0-ea9e-19e4d79-9140-7364,Departamento en Renta en Cuajimalpa,15500,80,3,2,2,"Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",Cuajimalpa de Morelos,8,https://www.lamudi.com.mx/detalle/41032-73-d25e2f46a1b0-ea9e-19e4d79-9140-7364
41032-73-2e15d0ab09fa-10b1-19e436c-b21b-73ba,Departamento en Renta en 20 de Noviembre,11000,65,2,1,2,"20 de Noviembre, Venustiano Carranza, Ciudad de México",Venustiano Carranza,8,https://www.lamudi.com.mx/detalle/41032-73-2e15d0ab09fa-10b1-19e436c-b21b-73ba
41032-73-2be16f22dd2-d3a6-19e413e-a3c8-73ef,Departamento en Renta en Lomas de Chapultepec,100000,320,3,3,3,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,8,https://www.lamudi.com.mx/detalle/41032-73-2be16f22dd2-d3a6-19e413e-a3c8-73ef
41032-73-cf28614156d1-7b07-19d8a09-8fd2-7c20,Departamento en Renta en Narvarte,19500,62,2,1,2,"Narvarte, Benito Juárez, Ciudad de México",Benito Juárez,9,https://www.lamudi.com.mx/detalle/41032-73-cf28614156d1-7b07-19d8a09-8fd2-7c20
41032-73-627d2ace38e3-78ba-19d55ef-94bd-72d1,Departamento en Renta en Guadalupe Inn,18000,35,1,1,0,"Guadalupe Inn, Álvaro Obregón, Ciudad de México",Álvaro Obregón,9,https://www.lamudi.com.mx/detalle/41032-73-627d2ace38e3-78ba-19d55ef-94bd-72d1
41032-73-d0e1ccca5eb4-2237-19cbb11-908b-76f7,Departamento en Renta en Anahuac I Sección,23000,68,2,2,1,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,9,https://www.lamudi.com.mx/detalle/41032-73-d0e1ccca5eb4-2237-19cbb11-908b-76f7
41032-73-87aaaffbba84-678-19e02cc-a2d4-794b,Departamento en Renta en Ampliación Granada,39000,85,2,2,2,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",Miguel Hidalgo,9,https://www.lamudi.com.mx/detalle/41032-73-87aaaffbba84-678-19e02cc-a2d4-794b
